onset	duration	trial_type	response_time	sample	value
1.9316000000	0.0002000000	stimulus	n/a	19316.0000000000	med2
2.1870000000	0.0002000000	stimulus	n/a	21870.0000000000	med1
2.4539000000	0.0002000000	stimulus	n/a	24539.0000000000	med2
2.7319000000	0.0002000000	stimulus	n/a	27319.0000000000	med12
3.0161000000	0.0002000000	stimulus	n/a	30161.0000000000	med12
3.2730000000	0.0002000000	stimulus	n/a	32730.0000000000	med2
3.5331000000	0.0002000000	stimulus	n/a	35331.0000000000	med1
3.8121000000	0.0002000000	stimulus	n/a	38121.0000000000	med12
4.0875000000	0.0002000000	stimulus	n/a	40875.0000000000	med12
4.3334000000	0.0002000000	stimulus	n/a	43334.0000000000	med12
4.5895000000	0.0002000000	stimulus	n/a	45895.0000000000	med12
4.8275000000	0.0002000000	stimulus	n/a	48275.0000000000	med1
5.0906000000	0.0002000000	stimulus	n/a	50906.0000000000	med12
5.3496000000	0.0002000000	stimulus	n/a	53496.0000000000	med2
5.5866000000	0.0002000000	stimulus	n/a	55866.0000000000	med12
5.8256000000	0.0002000000	stimulus	n/a	58256.0000000000	med2
6.0707000000	0.0002000000	stimulus	n/a	60707.0000000000	med12
6.3077000000	0.0002000000	stimulus	n/a	63077.0000000000	med1
6.5747000000	0.0002000000	stimulus	n/a	65747.0000000000	med12
6.8339000000	0.0002000000	stimulus	n/a	68339.0000000000	med1
7.0673000000	0.0002000000	stimulus	n/a	70673.0000000000	med1
7.3253000000	0.0002000000	stimulus	n/a	73253.0000000000	med12
7.5873000000	0.0002000000	stimulus	n/a	75873.0000000000	med12
7.8532000000	0.0002000000	stimulus	n/a	78532.0000000000	med1
8.0933000000	0.0002000000	stimulus	n/a	80933.0000000000	med1
8.3377000000	0.0002000000	stimulus	n/a	83377.0000000000	med2
8.6246000000	0.0002000000	stimulus	n/a	86246.0000000000	med12
8.8626000000	0.0002000000	stimulus	n/a	88626.0000000000	med2
9.1100000000	0.0002000000	stimulus	n/a	91100.0000000000	med12
9.3841000000	0.0002000000	stimulus	n/a	93841.0000000000	med1
9.6311000000	0.0002000000	stimulus	n/a	96311.0000000000	med12
9.8842000000	0.0002000000	stimulus	n/a	98842.0000000000	med12
10.1683000000	0.0002000000	stimulus	n/a	101683.0000000000	med1
10.4483000000	0.0002000000	stimulus	n/a	104483.0000000000	med1
